Ref,Val,Package,PosX,PosY,Rot,Side
"PAD1","PAD_2x1.5","PAD_2x1.5",-13.750000,15.500000,180.000000,bottom
"PAD6","PAD_2x1.5","PAD_2x1.5",-9.250000,15.500000,180.000000,bottom
"PAD7","PAD_2x1.5","PAD_2x1.5",-9.250000,7.750000,180.000000,bottom
"PAD8","PAD_2x1.5","PAD_2x1.5",-13.750000,7.500000,180.000000,bottom
